1 1 0.6051 high speed 0.15 1
1 0 0.3913 high speed 0.15 1
1 1 0.3907 high speed 0.15 1
1 1 0.4336 high speed 0.15 1
1 1 0.3789 high speed 0.15 1
1 1 0.6236 high speed 0.15 1
1 1 0.4323 high speed 0.15 1
1 1 0.4536 high speed 0.15 1
1 1 0.338 high speed 0.15 1
1 1 0.563 high speed 0.15 1
1 1 0.4419 high speed 0.15 1
1 1 0.36 high speed 0.15 1
1 1 0.3747 high speed 0.15 1
1 0 0.352 high speed 0.15 1
1 1 0.4761 high speed 0.15 1
1 1 0.3282 high speed 0.15 1
1 1 0.3771 high speed 0.15 1
1 1 0.454 high speed 0.15 1
1 1 0.4401 high speed 0.15 1
1 1 0.5787 high speed 0.15 1
1 1 0.403 high speed 0.15 1
1 1 0.36 high speed 0.15 1
1 1 0.4621 high speed 0.15 1
1 1 0.647 high speed 0.15 1
1 0 0.3913 high speed 0.15 1
1 1 0.4257 high speed 0.15 1
1 1 0.5763 high speed 0.15 1
1 1 0.3868 high speed 0.15 1
1 1 0.6094 high speed 0.15 1
1 1 0.6508 high speed 0.15 1
1 1 0.4727 high speed 0.15 1
1 1 0.3949 high speed 0.15 1
1 1 0.4094 high speed 0.15 1
1 1 0.5284 high speed 0.15 1
1 1 0.4536 high speed 0.15 1
1 1 0.337 high speed 0.15 1
1 0 0.3382 high speed 0.15 1
1 1 0.5037 high speed 0.15 1
1 1 0.4076 high speed 0.15 1
1 1 0.4656 high speed 0.15 1
1 1 1.0651 high speed 0.15 1
1 1 0.3636 high speed 0.15 1
1 0 0.3367 high speed 0.15 1
1 1 0.647 high speed 0.15 1
1 1 0.5966 high speed 0.15 1
1 1 0.3946 high speed 0.15 1
1 1 0.5039 high speed 0.15 1
1 1 0.3231 high speed 0.15 1
1 1 0.3776 high speed 0.15 1
1 0 0.4355 high speed 0.15 1
1 1 0.4403 high speed 0.15 1
1 1 0.5239 high speed 0.15 1
1 0 0.3508 high speed 0.15 1
1 1 0.3792 high speed 0.15 1
1 1 0.6669 high speed 0.15 1
1 1 0.3679 high speed 0.15 1
1 1 0.3868 high speed 0.15 1
1 1 0.523 high speed 0.15 1
1 0 0.4092 high speed 0.15 1
1 1 0.4432 high speed 0.15 1
1 1 0.3873 high speed 0.15 1
1 1 0.563 high speed 0.15 1
1 1 0.4057 high speed 0.15 1
1 0 0.3367 high speed 0.15 1
1 1 0.4863 high speed 0.15 1
1 1 0.4727 high speed 0.15 1
1 1 0.3356 high speed 0.15 1
1 1 0.3074 high speed 0.15 1
1 1 0.4727 high speed 0.15 1
1 0 0.3508 high speed 0.15 1
1 1 0.4729 high speed 0.15 1
1 0 0.4436 high speed 0.15 1
1 1 0.4076 high speed 0.15 1
1 1 0.4777 high speed 0.15 1
1 0 0.5214 high speed 0.15 1
1 1 0.3471 high speed 0.15 1
1 0 0.4058 high speed 0.15 1
1 1 0.3759 high speed 0.15 1
1 1 0.3436 high speed 0.15 1
1 1 0.4116 high speed 0.15 1
1 1 0.4792 high speed 0.15 1
1 1 0.5256 high speed 0.15 1
1 1 0.4419 high speed 0.15 1
1 1 0.5966 high speed 0.15 1
1 1 0.5217 high speed 0.15 1
1 1 0.4293 high speed 0.15 1
1 1 0.4336 high speed 0.15 1
1 1 0.3957 high speed 0.15 1
1 0 0.3406 high speed 0.15 1
1 1 0.5256 high speed 0.15 1
1 1 0.3381 high speed 0.15 1
1 1 0.3908 high speed 0.15 1
1 1 0.6508 high speed 0.15 1
1 1 0.5162 high speed 0.15 1
1 1 0.4166 high speed 0.15 1
1 1 0.4439 high speed 0.15 1
1 1 0.4432 high speed 0.15 1
1 1 0.4701 high speed 0.15 1
1 1 0.5284 high speed 0.15 1
1 1 0.4057 high speed 0.15 1
1 1 0.4099 high speed 0.15 1
1 1 0.4688 high speed 0.15 1
1 1 0.3974 high speed 0.15 1
1 1 0.4419 high speed 0.15 1
1 1 0.4686 high speed 0.15 1
1 0 0.3367 high speed 0.15 1
1 1 0.6169 high speed 0.15 1
1 1 0.4026 high speed 0.15 1
1 1 0.4576 high speed 0.15 1
1 1 0.36 high speed 0.15 1
1 1 0.446 high speed 0.15 1
1 1 0.4904 high speed 0.15 1
1 1 0.3231 high speed 0.15 1
1 1 0.318 high speed 0.15 1
1 1 0.403 high speed 0.15 1
1 0 0.3913 high speed 0.15 1
1 1 0.4804 high speed 0.15 1
1 1 0.556 high speed 0.15 1
1 1 0.4166 high speed 0.15 1
1 0 0.3527 high speed 0.15 1
1 1 0.4777 high speed 0.15 1
1 1 0.4631 high speed 0.15 1
1 1 0.4813 high speed 0.15 1
1 1 0.7008 high speed 0.15 1
1 1 0.4085 high speed 0.15 1
1 1 0.4186 high speed 0.15 1
1 1 0.3271 high speed 0.15 1
1 1 0.5217 high speed 0.15 1
1 1 0.4266 high speed 0.15 1
1 0 0.5604 high speed 0.15 1
1 1 0.3759 high speed 0.15 1
1 1 0.4069 high speed 0.15 1
1 1 0.3867 high speed 0.15 1
1 0 0.5604 high speed 0.15 1
1 1 0.3673 high speed 0.15 1
1 1 0.4069 high speed 0.15 1
1 1 0.8671 high speed 0.15 1
1 1 0.4094 high speed 0.15 1
1 1 0.5966 high speed 0.15 1
1 1 0.428 high speed 0.15 1
1 1 0.4515 high speed 0.15 1
1 0 0.3891 high speed 0.15 1
1 0 0.3559 high speed 0.15 1
1 1 0.4323 high speed 0.15 1
1 1 0.3747 high speed 0.15 1
1 0 0.3677 high speed 0.15 1
1 1 0.3747 high speed 0.15 1
1 0 0.3183 high speed 0.15 1
1 1 0.6094 high speed 0.15 1
1 1 0.3689 high speed 0.15 1
1 1 0.41 high speed 0.15 1
1 1 0.3673 high speed 0.15 1
1 1 0.4006 high speed 0.15 1
1 1 0.4761 high speed 0.15 1
1 1 0.4686 high speed 0.15 1
1 1 0.3857 high speed 0.15 1
1 1 0.4069 high speed 0.15 1
1 1 0.4694 high speed 0.15 1
1 1 0.6051 high speed 0.15 1
1 1 0.7008 high speed 0.15 1
1 1 0.3989 high speed 0.15 1
1 1 0.6508 high speed 0.15 1
1 1 0.4047 high speed 0.15 1
1 1 0.3883 high speed 0.15 1
1 0 0.3527 high speed 0.15 1
1 1 0.3663 high speed 0.15 1
1 1 0.4625 high speed 0.15 1
1 1 0.4057 high speed 0.15 1
1 1 0.3457 high speed 0.15 1
1 1 0.5178 high speed 0.15 1
1 1 0.3546 high speed 0.15 1
1 0 0.4042 high speed 0.15 1
1 1 0.5763 high speed 0.15 1
1 1 0.5506 high speed 0.15 1
1 1 0.523 high speed 0.15 1
1 0 0.4436 high speed 0.15 1
1 1 0.4701 high speed 0.15 1
1 1 0.3776 high speed 0.15 1
1 1 0.454 high speed 0.15 1
1 1 0.4576 high speed 0.15 1
1 1 0.4336 high speed 0.15 1
1 1 0.3989 high speed 0.15 1
1 1 0.6508 high speed 0.15 1
1 1 0.4694 high speed 0.15 1
1 1 0.3471 high speed 0.15 1
1 1 0.3957 high speed 0.15 1
1 1 0.3879 high speed 0.15 1
1 1 0.3792 high speed 0.15 1
1 1 0.394 high speed 0.15 1
1 1 0.855 high speed 0.15 1
1 0 0.3356 high speed 0.15 1
1 1 0.6852 high speed 0.15 1
1 0 0.4035 high speed 0.15 1
1 1 0.3789 high speed 0.15 1
1 1 0.4363 high speed 0.15 1
1 1 0.3546 high speed 0.15 1
1 1 0.3879 high speed 0.15 1
1 1 0.3436 high speed 0.15 1
1 1 0.6669 high speed 0.15 1
1 1 0.3457 high speed 0.15 1
1 1 0.3923 high speed 0.15 1
1 0 0.4042 high speed 0.15 1
1 1 0.3514 high speed 0.15 1
1 1 0.3514 high speed 0.15 1
1 0 0.4355 high speed 0.15 1
1 1 0.6065 high speed 0.15 1
1 1 0.4057 high speed 0.15 1
1 1 0.3235 high speed 0.15 1
1 1 0.5025 high speed 0.15 1
1 1 0.4011 high speed 0.15 1
1 1 0.4403 high speed 0.15 1
1 1 0.4026 high speed 0.15 1
1 1 0.4187 high speed 0.15 1
1 1 0.4648 high speed 0.15 1
1 1 0.4146 high speed 0.15 1
1 1 0.6204 high speed 0.15 1
1 1 0.428 high speed 0.15 1
1 1 0.4193 high speed 0.15 1
1 0 0.3508 high speed 0.15 1
1 1 0.4688 high speed 0.15 1
1 1 0.4094 high speed 0.15 1
1 1 0.3282 high speed 0.15 1
1 1 0.4813 high speed 0.15 1
1 1 0.688 high speed 0.15 1
1 1 0.5178 high speed 0.15 1
1 1 0.3923 high speed 0.15 1
1 0 0.3677 high speed 0.15 1
1 1 0.3789 high speed 0.15 1
1 1 0.3989 high speed 0.15 1
1 0 0.3605 high speed 0.15 1
1 0 0.3382 high speed 0.15 1
1 1 0.3489 high speed 0.15 1
1 1 0.556 high speed 0.15 1
1 1 0.4801 high speed 0.15 1
1 1 0.5025 high speed 0.15 1
1 1 0.4727 high speed 0.15 1
1 1 0.5256 high speed 0.15 1
1 1 0.318 high speed 0.15 1
1 1 0.6409 high speed 0.15 1
1 1 0.523 high speed 0.15 1
1 1 0.4352 high speed 0.15 1
1 1 0.454 high speed 0.15 1
1 0 0.3367 high speed 0.15 1
1 1 0.5025 high speed 0.15 1
1 1 0.3946 high speed 0.15 1
1 1 0.3282 high speed 0.15 1
1 1 0.6409 high speed 0.15 1
1 1 0.428 high speed 0.15 1
1 1 0.688 high speed 0.15 1
1 1 0.3707 high speed 0.15 1
1 1 0.3762 low speed 0.15 1
1 1 0.3389 low speed 0.15 1
1 1 0.4726 low speed 0.15 1
1 0 0.3161 low speed 0.15 1
1 1 0.4308 low speed 0.15 1
1 1 0.526 low speed 0.15 1
1 0 0.3126 low speed 0.15 1
1 1 0.3973 low speed 0.15 1
1 1 0.7519 low speed 0.15 1
1 1 0.4151 low speed 0.15 1
1 1 0.5768 low speed 0.15 1
1 0 0.3126 low speed 0.15 1
1 1 0.4197 low speed 0.15 1
1 0 0.3154 low speed 0.15 1
1 1 0.3693 low speed 0.15 1
1 0 0.5161 low speed 0.15 1
1 1 0.5063 low speed 0.15 1
1 1 0.3418 low speed 0.15 1
1 1 0.4522 low speed 0.15 1
1 1 0.6998 low speed 0.15 1
1 1 0.5534 low speed 0.15 1
1 1 0.8039 low speed 0.15 1
1 1 0.3954 low speed 0.15 1
1 1 0.914 low speed 0.15 1
1 1 0.5114 low speed 0.15 1
1 1 0.5791 low speed 0.15 1
1 1 0.4235 low speed 0.15 1
1 1 0.3398 low speed 0.15 1
1 1 0.3414 low speed 0.15 1
1 1 0.526 low speed 0.15 1
1 0 0.3604 low speed 0.15 1
1 1 0.4381 low speed 0.15 1
1 1 0.4463 low speed 0.15 1
1 1 0.6541 low speed 0.15 1
1 1 0.3988 low speed 0.15 1
1 1 0.4536 low speed 0.15 1
1 0 0.4005 low speed 0.15 1
1 1 0.4413 low speed 0.15 1
1 1 0.4463 low speed 0.15 1
1 1 0.3175 low speed 0.15 1
1 1 0.4726 low speed 0.15 1
1 1 0.4111 low speed 0.15 1
1 1 0.3583 low speed 0.15 1
1 1 0.3372 low speed 0.15 1
1 1 0.5282 low speed 0.15 1
1 1 0.4488 low speed 0.15 1
1 1 0.4151 low speed 0.15 1
1 1 0.3762 low speed 0.15 1
1 1 0.5779 low speed 0.15 1
1 1 0.3939 low speed 0.15 1
1 1 0.3967 low speed 0.15 1
1 1 0.3855 low speed 0.15 1
