1 0.3309 high speed
1 0.4461 high speed
1 0.4345 high speed
1 0.3862 high speed
1 0.6166 high speed
1 0.3752 high speed
1 0.476 high speed
1 0.3738 high speed
1 0.551 high speed
1 0.4111 high speed
1 0.411 high speed
1 0.536 high speed
1 0.4787 high speed
1 0.449 high speed
1 0.434 high speed
1 0.4782 high speed
1 0.3875 high speed
1 0.7499 high speed
1 0.4058 high speed
1 0.7208 high speed
1 0.4043 high speed
1 0.365 high speed
1 0.4446 high speed
0 0.3993 high speed
1 0.384 high speed
1 0.382 high speed
1 0.5311 high speed
1 0.4447 high speed
1 0.4164 high speed
1 0.4188 high speed
1 0.4402 high speed
1 0.3823 high speed
1 0.3668 high speed
1 0.3929 high speed
1 0.4738 high speed
0 0.3404 high speed
1 0.3074 high speed
1 0.3988 high speed
1 0.453 high speed
1 0.3874 high speed
1 0.4212 high speed
0 0.3789 high speed
1 0.3969 high speed
1 0.3376 high speed
1 0.5307 high speed
1 0.3652 high speed
1 0.3611 high speed
1 0.4428 high speed
1 0.3397 high speed
1 0.5321 high speed
1 0.4561 high speed
1 0.3859 high speed
1 0.3644 high speed
1 0.4508 high speed
1 0.4499 high speed
0 0.4116 high speed
1 0.3726 high speed
1 0.3764 high speed
1 0.3607 high speed
1 0.5997 high speed
1 0.3536 high speed
0 0.5136 high speed
0 0.3087 high speed
1 0.5013 high speed
1 0.3697 high speed
1 0.3885 high speed
1 0.5185 high speed
1 0.4793 high speed
1 0.3736 high speed
1 0.4803 high speed
1 0.5841 high speed
1 0.3529 high speed
1 0.3361 high speed
1 0.3712 high speed
1 0.4759 high speed
1 0.4482 high speed
1 0.4066 high speed
1 0.5569 high speed
1 0.5455 high speed
1 0.4043 high speed
1 0.6827 high speed
1 0.3481 high speed
1 0.4187 high speed
1 0.4282 high speed
1 0.3694 high speed
1 0.451 high speed
1 0.3486 high speed
1 0.6863 high speed
1 0.4039 high speed
1 0.3587 high speed
1 0.4878 high speed
1 0.4096 high speed
1 0.4918 high speed
0 0.3876 high speed
1 0.359 high speed
1 0.5404 high speed
1 0.3837 high speed
1 0.3679 high speed
1 0.4017 high speed
1 0.3864 high speed
1 0.4625 high speed
1 0.3823 high speed
0 0.3413 high speed
1 0.3332 high speed
1 0.3401 high speed
0 0.3404 high speed
1 0.4912 high speed
1 0.4688 high speed
1 0.4303 high speed
1 0.3738 high speed
1 0.4605 high speed
1 0.4669 high speed
1 0.3763 high speed
1 0.4604 high speed
1 0.5004 high speed
1 0.4527 high speed
1 0.435 high speed
1 0.3842 high speed
1 0.4047 high speed
1 0.4051 high speed
1 0.5989 high speed
1 0.3634 high speed
1 0.9212 high speed
1 0.398 high speed
1 0.3557 high speed
1 0.4935 high speed
1 0.4109 high speed
1 0.3898 high speed
1 0.4031 high speed
1 0.4277 high speed
1 0.3689 high speed
1 0.3932 high speed
1 0.6711 high speed
1 0.5508 high speed
0 0.4641 high speed
0 0.3124 high speed
1 0.3805 high speed
1 0.3767 high speed
1 0.4452 high speed
1 0.4587 high speed
1 0.3938 high speed
1 0.4927 high speed
1 0.3291 high speed
0 0.4542 high speed
1 0.3563 high speed
1 0.3998 high speed
1 0.4192 high speed
1 0.4559 high speed
1 0.419 high speed
1 0.4336 high speed
1 0.3309 high speed
1 0.3495 high speed
1 0.5212 high speed
1 0.3462 high speed
1 0.3924 high speed
1 0.342 high speed
1 0.625 high speed
1 0.5154 high speed
1 0.5031 high speed
1 0.3029 high speed
1 0.3781 high speed
1 0.4316 high speed
1 0.5188 high speed
1 0.4403 high speed
1 0.3884 high speed
1 0.3059 high speed
1 0.4652 high speed
1 0.3651 high speed
1 0.5569 high speed
1 0.4358 high speed
1 0.4894 high speed
1 0.5522 high speed
0 0.3176 high speed
1 0.5674 high speed
1 0.4753 high speed
1 0.4115 high speed
1 0.4522 high speed
1 0.3685 high speed
1 0.4816 high speed
1 0.3716 high speed
1 0.3828 high speed
1 0.4504 high speed
1 0.351 high speed
1 0.3515 high speed
1 0.3343 high speed
1 0.4455 high speed
1 0.4457 high speed
1 0.3996 high speed
1 0.3424 high speed
1 0.383 high speed
1 0.3863 high speed
1 0.3518 high speed
1 0.3982 high speed
1 0.4001 high speed
1 0.4438 high speed
1 0.4261 high speed
1 0.3394 high speed
1 0.3994 high speed
1 0.4229 high speed
1 0.4436 high speed
1 0.5224 high speed
1 0.3699 high speed
0 0.4263 high speed
1 0.5165 high speed
1 0.4938 high speed
1 0.5335 high speed
1 0.3684 high speed
1 0.4926 high speed
1 0.46 high speed
1 0.4466 high speed
1 0.4511 high speed
1 0.4647 high speed
1 0.4532 high speed
1 0.4881 high speed
1 0.428 high speed
1 0.6165 high speed
1 0.3825 high speed
1 0.3681 high speed
1 0.4139 high speed
1 0.4057 high speed
1 0.3875 high speed
0 0.3919 high speed
1 0.3747 high speed
1 0.4456 high speed
1 0.3655 high speed
1 0.5793 high speed
1 0.4099 high speed
1 0.4589 high speed
1 0.3911 high speed
1 0.3107 high speed
1 0.3817 high speed
1 0.3517 high speed
1 0.4416 high speed
0 0.3661 high speed
1 0.4081 high speed
1 0.3747 high speed
1 0.6194 high speed
0 0.3793 high speed
1 0.5366 high speed
1 0.4416 high speed
1 0.4091 high speed
1 0.6411 high speed
1 0.3908 high speed
1 0.4888 high speed
0 0.3331 high speed
0 0.3878 high speed
1 0.7253 high speed
1 0.3617 high speed
1 0.3954 high speed
1 0.4368 high speed
1 0.3928 low speed
1 0.3511 low speed
1 0.3583 low speed
1 0.4319 low speed
1 0.4468 low speed
1 0.38 low speed
1 0.3816 low speed
1 0.3781 low speed
1 0.627 low speed
1 0.3792 low speed
1 0.4596 low speed
1 0.4516 low speed
1 0.6061 low speed
1 0.5683 low speed
1 0.5692 low speed
1 0.4003 low speed
1 0.3503 low speed
1 0.4998 low speed
1 0.3718 low speed
1 0.4739 low speed
1 0.3791 low speed
0 0.4225 low speed
1 0.8522 low speed
1 0.394 low speed
0 0.3459 low speed
1 0.6762 low speed
1 0.4331 low speed
0 0.5244 low speed
1 0.4943 low speed
1 0.6037 low speed
1 0.4457 low speed
1 0.4407 low speed
1 0.433 low speed
1 0.503 low speed
1 0.3485 low speed
1 0.3473 low speed
1 0.386 low speed
1 0.5855 low speed
1 0.3577 low speed
