1 0.3715 high speed
1 0.6947 high speed
1 0.3967 high speed
1 0.3403 high speed
1 0.5473 high speed
1 0.4643 high speed
1 0.4042 high speed
1 0.321 high speed
1 0.4121 high speed
1 0.3777 high speed
1 0.5438 high speed
1 0.4207 high speed
1 0.3791 high speed
0 0.3885 high speed
1 0.3455 high speed
1 0.3371 high speed
1 0.3837 high speed
1 0.5165 high speed
1 0.504 high speed
1 0.413 high speed
1 0.3824 high speed
1 0.4688 high speed
1 0.3694 high speed
1 0.3173 high speed
1 0.3146 high speed
1 0.4654 high speed
1 0.3563 high speed
1 0.3864 high speed
1 0.4685 high speed
0 0.3543 high speed
1 0.4019 high speed
1 0.419 high speed
1 0.4148 high speed
1 0.4728 high speed
1 0.4032 high speed
1 0.3649 high speed
1 0.421 high speed
1 0.3449 high speed
1 0.3753 high speed
1 0.5743 high speed
1 0.4424 high speed
1 0.4655 high speed
1 0.4087 high speed
0 0.4216 high speed
1 0.6586 high speed
1 0.3289 high speed
1 0.3507 high speed
1 0.4001 high speed
0 0.3833 high speed
1 0.3495 high speed
1 0.624 high speed
1 0.3444 high speed
1 0.4115 high speed
1 0.4248 high speed
1 0.3319 high speed
1 0.4629 high speed
1 0.4034 high speed
1 0.4198 high speed
1 0.3399 high speed
0 0.3754 high speed
1 0.4857 high speed
1 0.3822 high speed
1 0.4554 high speed
1 0.4207 high speed
1 0.4874 high speed
1 0.4345 high speed
1 0.3536 high speed
1 0.4249 high speed
0 0.4115 high speed
0 0.3921 high speed
1 0.3621 high speed
1 0.5354 high speed
0 0.3877 high speed
0 0.3653 high speed
1 0.3592 high speed
0 0.4463 high speed
0 0.5828 high speed
1 0.4056 high speed
1 0.3863 high speed
1 0.3481 high speed
0 0.3347 high speed
1 0.3831 high speed
1 0.5086 high speed
1 0.3201 high speed
1 0.3444 high speed
0 0.3742 high speed
1 0.4619 high speed
1 0.4785 high speed
1 0.3739 high speed
1 0.6599 high speed
1 0.4163 high speed
1 0.4295 high speed
1 0.4155 high speed
1 0.3664 high speed
1 0.3578 high speed
1 0.3653 high speed
1 0.3692 high speed
0 0.6984 high speed
1 0.6327 high speed
1 0.3486 high speed
1 0.417 high speed
1 0.3344 high speed
1 0.4046 high speed
1 0.4951 high speed
1 0.6144 high speed
1 0.4666 high speed
0 0.3833 high speed
1 0.4214 high speed
1 0.3038 high speed
1 0.3667 high speed
1 0.462 high speed
1 0.5374 high speed
1 0.3781 high speed
1 0.3725 high speed
1 0.7238 high speed
0 0.859 high speed
1 0.4152 high speed
1 0.3474 high speed
1 0.6684 high speed
1 0.4912 high speed
1 0.4253 high speed
1 0.4009 high speed
1 0.6012 high speed
1 0.3413 high speed
1 0.5219 high speed
1 0.5411 high speed
0 0.35 high speed
1 0.4475 high speed
1 0.4411 high speed
1 0.4495 high speed
1 0.3916 high speed
1 0.5358 high speed
1 0.4915 high speed
1 0.3342 high speed
0 0.3502 high speed
1 0.4108 high speed
1 0.4387 high speed
1 0.3987 high speed
1 0.3991 high speed
1 0.3201 high speed
1 0.3295 high speed
1 0.4764 high speed
1 0.4311 high speed
1 0.4231 high speed
1 0.3876 high speed
1 0.3839 high speed
1 0.5746 high speed
0 0.3813 high speed
1 0.4695 high speed
1 0.5448 high speed
1 0.5543 high speed
1 0.4147 high speed
1 0.4561 high speed
1 0.4078 high speed
1 0.681 high speed
1 0.4863 high speed
1 0.4483 high speed
1 0.4071 high speed
1 0.4661 high speed
1 0.418 high speed
1 0.3888 high speed
1 0.3808 high speed
1 0.4151 high speed
1 0.3087 high speed
1 0.4117 high speed
1 0.4822 high speed
1 0.3565 high speed
1 0.4056 high speed
0 0.4008 high speed
1 0.4379 high speed
0 0.353 high speed
1 0.5807 high speed
1 0.4149 high speed
1 0.8654 high speed
1 0.4684 high speed
0 0.4986 high speed
1 0.3113 high speed
1 0.3552 high speed
1 0.3984 high speed
1 0.4185 high speed
1 0.4031 high speed
1 0.519 high speed
1 0.4901 high speed
1 0.6429 high speed
1 0.4991 high speed
1 0.3247 high speed
1 0.4456 high speed
1 0.4623 high speed
1 0.7348 high speed
0 0.8016 high speed
1 0.4095 high speed
1 0.4982 high speed
1 0.4303 high speed
1 0.4201 high speed
1 0.5137 high speed
1 0.3406 high speed
1 0.4192 high speed
1 0.425 high speed
0 0.3072 high speed
1 0.4108 high speed
0 0.4001 high speed
1 0.4027 high speed
0 0.3628 high speed
1 0.392 high speed
1 0.5713 high speed
1 0.3679 high speed
0 0.4447 high speed
1 0.459 high speed
1 0.5947 high speed
1 0.4098 high speed
1 0.4381 high speed
1 0.4299 high speed
1 0.3638 high speed
1 0.4787 high speed
0 0.3859 high speed
1 0.3723 high speed
1 0.3257 high speed
1 0.4267 high speed
1 0.5201 high speed
1 0.5022 high speed
1 0.5139 high speed
1 0.3913 high speed
1 0.383 high speed
1 0.4575 high speed
1 0.4135 high speed
1 0.3429 high speed
1 0.4257 high speed
1 0.4173 high speed
0 0.5338 high speed
1 0.3912 high speed
1 0.4215 high speed
0 0.6187 high speed
1 0.39 high speed
1 0.3378 high speed
1 0.5268 high speed
1 0.3609 high speed
1 0.4715 high speed
1 0.385 high speed
1 0.4023 high speed
1 0.5347 high speed
1 0.3257 high speed
1 0.4082 high speed
1 0.6467 high speed
1 0.5262 high speed
1 0.3505 high speed
1 0.3858 high speed
0 0.358 high speed
1 0.3807 high speed
1 0.4456 high speed
1 0.4371 high speed
0 0.3367 low speed
1 0.4926 low speed
1 0.3937 low speed
0 0.3549 low speed
1 0.3843 low speed
1 0.4178 low speed
1 0.4713 low speed
1 0.4177 low speed
1 0.3666 low speed
0 0.376 low speed
1 0.4541 low speed
1 0.4572 low speed
1 0.5209 low speed
1 0.3539 low speed
1 0.3691 low speed
0 0.3486 low speed
1 0.3205 low speed
1 0.579 low speed
1 0.4218 low speed
1 0.371 low speed
1 0.4781 low speed
0 0.4702 low speed
1 0.3398 low speed
1 0.3823 low speed
1 0.3376 low speed
1 0.6243 low speed
1 0.4746 low speed
1 0.4298 low speed
1 0.5097 low speed
0 0.3536 low speed
1 0.3818 low speed
1 0.4569 low speed
1 0.5956 low speed
1 0.3961 low speed
1 0.445 low speed
1 0.4636 low speed
1 0.4131 low speed
1 0.5668 low speed
0 0.478 low speed
1 0.4275 low speed
1 0.8331 low speed
1 1.0999 low speed
1 0.3947 low speed
1 0.4021 low speed
1 1.1962 low speed
0 0.3801 low speed
1 0.5133 low speed
1 0.3385 low speed
0 0.3105 low speed
1 0.3737 low speed
1 0.3769 low speed
1 0.4023 low speed
1 0.4747 low speed
0 0.9961 low speed
1 0.3605 low speed
1 0.5033 low speed
1 0.4327 low speed
1 0.4357 low speed
1 0.3356 low speed
0 0.3493 low speed
1 0.4534 low speed
1 0.3768 low speed
1 0.5705 low speed
1 0.4763 low speed
1 0.4904 low speed
0 0.4024 low speed
1 0.3923 low speed
1 0.4058 low speed
1 0.3909 low speed
0 0.3609 low speed
0 0.3561 low speed
1 0.4254 low speed
0 0.3532 low speed
1 0.4711 low speed
0 0.3891 low speed
1 0.4669 low speed
1 1.1082 low speed
1 0.4373 low speed
1 0.5324 low speed
0 0.3547 low speed
1 0.4024 low speed
1 0.3721 low speed
1 0.4497 low speed
1 0.3623 low speed
1 0.4045 low speed
1 0.3329 low speed
1 0.5764 low speed
1 0.836 low speed
1 0.431 low speed
1 0.5647 low speed
0 0.361 low speed
1 0.76 low speed
0 0.4034 low speed
1 0.3511 low speed
1 0.3128 low speed
1 0.3658 low speed
1 0.6429 low speed
1 0.4731 low speed
1 0.4742 low speed
1 0.3965 low speed
1 0.4023 low speed
1 0.4541 low speed
0 0.4382 low speed
1 0.5598 low speed
1 1.5572 low speed
1 0.4454 low speed
0 0.9069 low speed
0 0.6751 low speed
0 0.4162 low speed
1 0.4413 low speed
1 0.6085 low speed
0 0.6409 low speed
1 0.3461 low speed
1 0.4683 low speed
1 0.7387 low speed
1 1.2473 low speed
0 0.5163 low speed
0 0.3812 low speed
1 0.4931 low speed
1 0.5117 low speed
1 0.641 low speed
1 0.4253 low speed
1 0.4071 low speed
1 0.413 low speed
1 0.6535 low speed
1 0.4516 low speed
0 0.3975 low speed
1 0.4288 low speed
1 0.4531 low speed
1 0.4971 low speed
0 0.4038 low speed
1 0.6658 low speed
1 0.6384 low speed
0 0.3097 low speed
1 0.3551 low speed
1 0.463 low speed
0 0.6613 low speed
0 0.5231 low speed
0 0.439 low speed
1 0.3769 low speed
0 0.3572 low speed
0 0.4618 low speed
1 0.4605 low speed
1 0.4143 low speed
0 0.3087 low speed
1 0.424 low speed
1 0.5919 low speed
0 0.3534 low speed
1 0.5054 low speed
1 0.4988 low speed
1 0.3277 low speed
1 0.3721 low speed
1 0.3693 low speed
1 0.3862 low speed
1 0.423 low speed
1 0.4237 low speed
1 0.394 low speed
1 0.481 low speed
1 0.5575 low speed
0 0.5714 low speed
1 0.4126 low speed
1 0.3258 low speed
1 0.6057 low speed
0 0.3943 low speed
1 0.4185 low speed
1 0.4469 low speed
1 0.361 low speed
1 0.4398 low speed
1 0.3839 low speed
1 0.4239 low speed
1 0.3968 low speed
1 0.4662 low speed
1 0.5899 low speed
0 1.3659 low speed
1 0.5521 low speed
0 0.3597 low speed
1 0.3915 low speed
1 0.4206 low speed
0 0.3675 low speed
0 0.4088 low speed
1 0.338 low speed
1 0.6476 low speed
1 0.4185 low speed
1 0.4604 low speed
1 0.4296 low speed
0 0.3227 low speed
0 0.8732 low speed
1 0.5575 low speed
1 0.5943 low speed
1 0.5688 low speed
0 0.7117 low speed
1 0.4473 low speed
1 0.531 low speed
1 0.4155 low speed
1 0.661 low speed
1 0.4853 low speed
1 0.5872 low speed
1 0.5341 low speed
1 0.3211 low speed
1 0.5885 low speed
0 0.4175 low speed
1 0.4132 low speed
1 0.4012 low speed
1 0.407 low speed
1 0.406 low speed
0 0.4351 low speed
1 0.4182 low speed
1 0.6147 low speed
1 0.4746 low speed
1 0.4569 low speed
0 0.3891 low speed
1 0.4976 low speed
1 0.4872 low speed
1 0.5524 low speed
1 0.3809 low speed
1 0.4942 low speed
1 0.3558 low speed
1 0.4108 low speed
1 0.4947 low speed
1 0.4378 low speed
1 0.4349 low speed
1 0.3768 low speed
1 0.4963 low speed
0 0.87 low speed
1 0.447 low speed
1 0.3897 low speed
1 0.4257 low speed
1 0.4629 low speed
1 0.3646 low speed
0 0.3572 low speed
0 0.6921 low speed
1 0.4681 low speed
1 0.3288 low speed
0 0.421 low speed
0 0.502 low speed
1 0.3983 low speed
0 0.4749 low speed
1 0.6126 low speed
1 0.3234 low speed
1 1.1847 low speed
0 0.3872 low speed
1 0.3795 low speed
1 0.5757 low speed
0 0.6765 low speed
1 0.3751 low speed
1 0.5873 low speed
0 0.3947 low speed
1 0.4586 low speed
1 0.4712 low speed
1 0.9884 low speed
1 0.3868 vlow speed
1 0.3953 vlow speed
0 0.3966 vlow speed
1 0.366 vlow speed
1 0.4924 vlow speed
0 0.472 vlow speed
1 0.7127 vlow speed
1 0.5499 vlow speed
0 0.407 vlow speed
1 0.3115 vlow speed
1 0.7826 vlow speed
1 0.4497 vlow speed
1 0.6628 vlow speed
0 0.3756 vlow speed
0 0.3856 vlow speed
1 0.3279 vlow speed
0 0.3639 vlow speed
1 1.5405 vlow speed
1 0.701 vlow speed
1 0.3206 vlow speed
1 0.3637 vlow speed
0 0.4398 vlow speed
0 0.3143 vlow speed
0 0.3893 vlow speed
1 0.3772 vlow speed
1 0.5935 vlow speed
0 0.3288 vlow speed
0 0.41 vlow speed
1 0.8413 vlow speed
0 0.3859 vlow speed
0 0.3397 vlow speed
1 0.5797 vlow speed
1 0.4062 vlow speed
0 0.4289 vlow speed
1 0.4947 vlow speed
1 0.3479 vlow speed
0 0.362 vlow speed
1 0.4826 vlow speed
0 0.4842 vlow speed
0 0.3663 vlow speed
1 0.4056 vlow speed
0 0.4777 vlow speed
0 0.4317 vlow speed
1 0.3375 vlow speed
0 0.9759 vlow speed
1 0.3952 vlow speed
1 0.522 vlow speed
0 0.3422 vlow speed
0 0.3388 vlow speed
1 0.3952 vlow speed
1 0.4904 vlow speed
1 0.3152 vlow speed
1 0.7534 vlow speed
0 1.1745 vlow speed
0 0.4171 vlow speed
